p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Peak-86384-1	3.72425112862189e-13	0.165910822185107	0.654	0.117	1.24246231602406e-07	Immune	Peak-86384-1
Peak-94246-1	3.7901916797612e-13	0.0943883330199287	0.538	0.063	1.26446100705185e-07	Immune	Peak-94246-1
Peak-100468-1	3.87399919269269e-13	0.126181208909794	0.538	0.067	1.29242036667098e-07	Immune	Peak-100468-1
Peak-149643-1	3.96883646342336e-13	0.0715532945776576	0.462	0.04	1.32405940790852e-07	Immune	Peak-149643-1
Peak-89961-1	4.12429674214435e-13	0.0632434403237784	0.423	0.031	1.37592313333374e-07	Immune	Peak-89961-1
Peak-61831-1	4.18222847646246e-13	0.100558280012835	0.5	0.054	1.39524997094655e-07	Immune	Peak-61831-1
Peak-46459-1	4.36615531825273e-13	0.182163685277265	0.615	0.103	1.45661054034357e-07	Immune	Peak-46459-1
Peak-50187-1	4.43205710730557e-13	0.128056551374171	0.577	0.076	1.47859629979664e-07	Immune	Peak-50187-1
Peak-48179-1	4.51972055928199e-13	0.176676772229464	0.654	0.117	1.5078420546643e-07	Immune	Peak-48179-1
Peak-9730-1	4.53231775309522e-13	0.165201315498332	0.769	0.17	1.51204465488111e-07	Immune	Peak-9730-1
Peak-98478-1	4.53336617423628e-13	0.0807276881876417	0.423	0.031	1.51239442285166e-07	Immune	Peak-98478-1
Peak-71454-1	4.53336617423628e-13	0.068073573558303	0.423	0.031	1.51239442285166e-07	Immune	Peak-71454-1
Peak-1615-3	4.97394458000401e-13	0.159056805127535	0.731	0.157	1.65937754711346e-07	Immune	Peak-1615-3
Peak-80006-1	4.98220476964686e-13	0.0617517632556956	0.423	0.031	1.66213326202097e-07	Immune	Peak-80006-1
Peak-28047-3	5.07982068474754e-13	0.123351259485013	0.654	0.112	1.69469929792136e-07	Immune	Peak-28047-3
Peak-42560-3	5.16510725907189e-13	0.0814955589214664	0.538	0.063	1.72315209312801e-07	Immune	Peak-42560-3
Peak-11525-6	5.31761878415212e-13	0.0866756019614986	0.577	0.076	1.77403207305613e-07	Immune	Peak-11525-6
Peak-42560-1	5.33715634422876e-13	0.0859877352006608	0.5	0.054	1.78055007662353e-07	Immune	Peak-42560-1
Peak-51881-1	5.52691284807436e-13	0.149776966147972	0.692	0.126	1.84385550289748e-07	Immune	Peak-51881-1
